   0.100000E-03   0.240202E+03
   0.102020E-03   0.244856E+03
   0.104081E-03   0.249600E+03
   0.106184E-03   0.254436E+03
   0.108329E-03   0.259365E+03
   0.110517E-03   0.264390E+03
   0.112750E-03   0.269512E+03
   0.115027E-03   0.274733E+03
   0.117351E-03   0.280055E+03
   0.119722E-03   0.285480E+03
   0.122140E-03   0.291010E+03
   0.124608E-03   0.296646E+03
   0.127125E-03   0.302392E+03
   0.129693E-03   0.308249E+03
   0.132313E-03   0.314219E+03
   0.134986E-03   0.320305E+03
   0.137713E-03   0.326508E+03
   0.140495E-03   0.332831E+03
   0.143333E-03   0.339276E+03
   0.146228E-03   0.345846E+03
   0.149182E-03   0.352543E+03
   0.152196E-03   0.359369E+03
   0.155271E-03   0.366327E+03
   0.158407E-03   0.373419E+03
   0.161607E-03   0.380648E+03
   0.164872E-03   0.388017E+03
   0.168203E-03   0.395527E+03
   0.171601E-03   0.403183E+03
   0.175067E-03   0.410987E+03
   0.178604E-03   0.418941E+03
   0.182212E-03   0.427048E+03
   0.185893E-03   0.435312E+03
   0.189648E-03   0.443735E+03
   0.193479E-03   0.452321E+03
   0.197388E-03   0.461072E+03
   0.201375E-03   0.469991E+03
   0.205443E-03   0.479082E+03
   0.209594E-03   0.488348E+03
   0.213828E-03   0.497793E+03
   0.218147E-03   0.507420E+03
   0.222554E-03   0.517231E+03
   0.227050E-03   0.527231E+03
   0.231637E-03   0.537424E+03
   0.236316E-03   0.547812E+03
   0.241090E-03   0.558401E+03
   0.245960E-03   0.569192E+03
   0.250929E-03   0.580191E+03
   0.255998E-03   0.591400E+03
   0.261170E-03   0.602825E+03
   0.266446E-03   0.614469E+03
   0.271828E-03   0.626336E+03
   0.277319E-03   0.638430E+03
   0.282922E-03   0.650756E+03
   0.288637E-03   0.663318E+03
   0.294468E-03   0.676121E+03
   0.300417E-03   0.689168E+03
   0.306485E-03   0.702464E+03
   0.312677E-03   0.716015E+03
   0.318993E-03   0.729824E+03
   0.325437E-03   0.743897E+03
   0.332012E-03   0.758238E+03
   0.338719E-03   0.772852E+03
   0.345561E-03   0.787745E+03
   0.352542E-03   0.802921E+03
   0.359664E-03   0.818386E+03
   0.366930E-03   0.834145E+03
   0.374342E-03   0.850202E+03
   0.381904E-03   0.866565E+03
   0.389619E-03   0.883238E+03
   0.397490E-03   0.900226E+03
   0.405520E-03   0.917536E+03
   0.413712E-03   0.935174E+03
   0.422070E-03   0.953145E+03
   0.430596E-03   0.971455E+03
   0.439295E-03   0.990110E+03
   0.448169E-03   0.100912E+04
   0.457222E-03   0.102848E+04
   0.466459E-03   0.104821E+04
   0.475882E-03   0.106831E+04
   0.485496E-03   0.108878E+04
   0.495303E-03   0.110964E+04
   0.505309E-03   0.113089E+04
   0.515517E-03   0.115254E+04
   0.525931E-03   0.117459E+04
   0.536556E-03   0.119705E+04
   0.547395E-03   0.121993E+04
   0.558453E-03   0.124323E+04
   0.569734E-03   0.126697E+04
   0.581244E-03   0.129114E+04
   0.592986E-03   0.131576E+04
   0.604965E-03   0.134084E+04
   0.617186E-03   0.136638E+04
   0.629654E-03   0.139239E+04
   0.642374E-03   0.141888E+04
   0.655350E-03   0.144585E+04
   0.668589E-03   0.147332E+04
   0.682096E-03   0.150128E+04
   0.695875E-03   0.152976E+04
   0.709933E-03   0.155876E+04
   0.724274E-03   0.158828E+04
   0.738906E-03   0.161834E+04
   0.753832E-03   0.164894E+04
   0.769061E-03   0.168009E+04
   0.784597E-03   0.171180E+04
   0.800447E-03   0.174408E+04
   0.816617E-03   0.177694E+04
   0.833114E-03   0.181039E+04
   0.849944E-03   0.184443E+04
   0.867114E-03   0.187907E+04
   0.884631E-03   0.191433E+04
   0.902501E-03   0.195021E+04
   0.920733E-03   0.198673E+04
   0.939333E-03   0.202388E+04
   0.958309E-03   0.206169E+04
   0.977668E-03   0.210015E+04
   0.997418E-03   0.213929E+04
   0.101757E-02   0.217910E+04
   0.103812E-02   0.221960E+04
   0.105910E-02   0.226080E+04
   0.108049E-02   0.230270E+04
   0.110232E-02   0.234532E+04
   0.112459E-02   0.238867E+04
   0.114730E-02   0.243275E+04
   0.117048E-02   0.247757E+04
   0.119413E-02   0.252315E+04
   0.121825E-02   0.256949E+04
   0.124286E-02   0.261661E+04
   0.126797E-02   0.266450E+04
   0.129358E-02   0.271319E+04
   0.131971E-02   0.276268E+04
   0.134637E-02   0.281297E+04
   0.137357E-02   0.286409E+04
   0.140132E-02   0.291603E+04
   0.142963E-02   0.296881E+04
   0.145851E-02   0.302243E+04
   0.148797E-02   0.307690E+04
   0.151803E-02   0.313224E+04
   0.154870E-02   0.318844E+04
   0.157998E-02   0.324552E+04
   0.161190E-02   0.330348E+04
   0.164446E-02   0.336234E+04
   0.167768E-02   0.342210E+04
   0.171158E-02   0.348277E+04
   0.174615E-02   0.354434E+04
   0.178143E-02   0.360684E+04
   0.181741E-02   0.367027E+04
   0.185413E-02   0.373463E+04
   0.189158E-02   0.379992E+04
   0.192980E-02   0.386616E+04
   0.196878E-02   0.393335E+04
   0.200855E-02   0.400149E+04
   0.204913E-02   0.407059E+04
   0.209052E-02   0.414065E+04
   0.213276E-02   0.421168E+04
   0.217584E-02   0.428367E+04
   0.221979E-02   0.435664E+04
   0.226464E-02   0.443057E+04
   0.231039E-02   0.450548E+04
   0.235706E-02   0.458137E+04
   0.240467E-02   0.465823E+04
   0.245325E-02   0.473606E+04
   0.250281E-02   0.481487E+04
   0.255337E-02   0.489466E+04
   0.260495E-02   0.497541E+04
   0.265758E-02   0.505713E+04
   0.271126E-02   0.513982E+04
   0.276603E-02   0.522346E+04
   0.282191E-02   0.530806E+04
   0.287892E-02   0.539362E+04
   0.293708E-02   0.548011E+04
   0.299641E-02   0.556755E+04
   0.305694E-02   0.565591E+04
   0.311870E-02   0.574520E+04
   0.318170E-02   0.583539E+04
   0.324597E-02   0.592648E+04
   0.331155E-02   0.601846E+04
   0.337844E-02   0.611132E+04
   0.344669E-02   0.620503E+04
   0.351632E-02   0.629960E+04
   0.358735E-02   0.639499E+04
   0.365982E-02   0.649120E+04
   0.373376E-02   0.658821E+04
   0.380918E-02   0.668598E+04
   0.388613E-02   0.678452E+04
   0.396464E-02   0.688378E+04
   0.404473E-02   0.698374E+04
   0.412644E-02   0.708439E+04
   0.420980E-02   0.718569E+04
   0.429484E-02   0.728762E+04
   0.438160E-02   0.739014E+04
   0.447012E-02   0.749324E+04
   0.456042E-02   0.759686E+04
   0.465255E-02   0.770100E+04
   0.474653E-02   0.780560E+04
   0.484242E-02   0.791063E+04
   0.494024E-02   0.801606E+04
   0.504004E-02   0.812185E+04
   0.514186E-02   0.822796E+04
   0.524573E-02   0.833435E+04
   0.535170E-02   0.844097E+04
   0.545981E-02   0.854778E+04
   0.557011E-02   0.865470E+04
   0.568263E-02   0.876168E+04
   0.579743E-02   0.886867E+04
   0.591455E-02   0.897559E+04
   0.603403E-02   0.908239E+04
   0.615592E-02   0.918900E+04
   0.628028E-02   0.929534E+04
   0.640715E-02   0.940136E+04
   0.653658E-02   0.950698E+04
   0.666863E-02   0.961214E+04
   0.680335E-02   0.971679E+04
   0.694078E-02   0.982085E+04
   0.708100E-02   0.992427E+04
   0.722404E-02   0.100270E+05
   0.736998E-02   0.101289E+05
   0.751886E-02   0.102300E+05
   0.767075E-02   0.103302E+05
   0.782571E-02   0.104294E+05
   0.798380E-02   0.105276E+05
   0.814509E-02   0.106245E+05
   0.830963E-02   0.107201E+05
   0.847750E-02   0.108143E+05
   0.864875E-02   0.109069E+05
   0.882347E-02   0.109978E+05
   0.900171E-02   0.110869E+05
   0.918356E-02   0.111741E+05
   0.936908E-02   0.112592E+05
   0.955835E-02   0.113420E+05
   0.975144E-02   0.114226E+05
   0.994843E-02   0.115008E+05
   0.101494E-01   0.115765E+05
   0.103544E-01   0.116497E+05
   0.105636E-01   0.117202E+05
   0.107770E-01   0.117880E+05
   0.109947E-01   0.118530E+05
   0.112168E-01   0.119151E+05
   0.114434E-01   0.119743E+05
   0.116746E-01   0.120303E+05
   0.119104E-01   0.120832E+05
   0.121510E-01   0.121326E+05
   0.123965E-01   0.121783E+05
   0.126469E-01   0.122203E+05
   0.129024E-01   0.122583E+05
   0.131631E-01   0.122921E+05
   0.134290E-01   0.123216E+05
   0.137003E-01   0.123466E+05
   0.139770E-01   0.123668E+05
   0.142594E-01   0.123823E+05
   0.145474E-01   0.123929E+05
   0.148413E-01   0.123984E+05
   0.151411E-01   0.123989E+05
   0.154470E-01   0.123942E+05
   0.157590E-01   0.123843E+05
   0.160774E-01   0.123692E+05
   0.164022E-01   0.123487E+05
   0.167335E-01   0.123229E+05
   0.170716E-01   0.122916E+05
   0.174164E-01   0.122549E+05
   0.177683E-01   0.122126E+05
   0.181272E-01   0.121645E+05
   0.184934E-01   0.121108E+05
   0.188670E-01   0.120511E+05
   0.192481E-01   0.119856E+05
   0.196370E-01   0.119141E+05
   0.200337E-01   0.118365E+05
   0.204384E-01   0.117530E+05
   0.208513E-01   0.116634E+05
   0.212725E-01   0.115679E+05
   0.217022E-01   0.114665E+05
   0.221406E-01   0.113594E+05
   0.225879E-01   0.112467E+05
   0.230442E-01   0.111285E+05
   0.235097E-01   0.110050E+05
   0.239847E-01   0.108764E+05
   0.244692E-01   0.107427E+05
   0.249635E-01   0.106043E+05
   0.254678E-01   0.104614E+05
   0.259823E-01   0.103142E+05
   0.265072E-01   0.101632E+05
   0.270426E-01   0.100085E+05
   0.275889E-01   0.985062E+04
   0.281463E-01   0.968973E+04
   0.287149E-01   0.952617E+04
   0.292949E-01   0.936028E+04
   0.298867E-01   0.919251E+04
   0.304905E-01   0.902334E+04
   0.311064E-01   0.885322E+04
   0.317348E-01   0.868256E+04
   0.323759E-01   0.851180E+04
   0.330299E-01   0.834129E+04
   0.336972E-01   0.817150E+04
   0.343779E-01   0.800298E+04
   0.350724E-01   0.783625E+04
   0.357809E-01   0.767179E+04
   0.365038E-01   0.751005E+04
   0.372412E-01   0.735142E+04
   0.379935E-01   0.719625E+04
   0.387610E-01   0.704479E+04
   0.395440E-01   0.689728E+04
